"artname","pop_nr","tpop_nr","jahr","typ"
"Ranunculus reptans L.",9,1,2017,"ek"
"Ranunculus reptans L.",9,1,2025,"ek"
"Ranunculus reptans L.",9,1,2033,"ek"
"Ranunculus reptans L.",10,1,2018,"ek"
"Ranunculus reptans L.",10,1,2022,"ek"
"Ranunculus reptans L.",10,1,2030,"ek"
"Ranunculus reptans L.",10,1,2038,"ek"
"Ranunculus reptans L.",10,2,2018,"ek"
"Ranunculus reptans L.",10,2,2022,"ek"
"Ranunculus reptans L.",10,2,2030,"ek"
"Ranunculus reptans L.",10,2,2038,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2026,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2030,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2034,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2038,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2042,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",13,6,2046,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,44,2023,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,55,2031,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,55,2039,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,55,2047,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2027,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2031,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2035,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2039,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2043,"ek"
"Rhynchospora fusca (L.) W. T. Aiton",15,56,2047,"ek"
"Rosa gallica L.",158,4,2025,"ek"
"Rosa gallica L.",158,4,2029,"ek"
"Rosa gallica L.",158,4,2037,"ek"
"Rosa gallica L.",158,4,2045,"ek"
"Rosa gallica L.",158,5,2025,"ek"
"Rosa gallica L.",158,5,2029,"ek"
"Rosa gallica L.",158,5,2037,"ek"
"Rosa gallica L.",158,5,2045,"ek"
"Rosa gallica L.",175,1,2025,"ek"
"Rosa gallica L.",175,1,2029,"ek"
"Rosa gallica L.",175,1,2037,"ek"
"Rosa gallica L.",175,1,2045,"ek"
"Rosa gallica L.",175,2,2025,"ek"
"Rosa gallica L.",175,2,2029,"ek"
"Rosa gallica L.",175,2,2037,"ek"
"Rosa gallica L.",175,2,2045,"ek"
"Sagittaria sagittifolia L.",1,2,2019,"ek"
"Sagittaria sagittifolia L.",1,2,2023,"ek"
"Sagittaria sagittifolia L.",1,2,2031,"ek"
"Sagittaria sagittifolia L.",1,2,2039,"ek"
"Sagittaria sagittifolia L.",75,1,2025,"ek"
"Sagittaria sagittifolia L.",75,1,2029,"ek"
"Sagittaria sagittifolia L.",75,1,2037,"ek"
"Sagittaria sagittifolia L.",75,1,2045,"ek"
"Sagittaria sagittifolia L.",75,2,2025,"ek"
"Sagittaria sagittifolia L.",75,2,2029,"ek"
"Sagittaria sagittifolia L.",75,2,2037,"ek"
"Sagittaria sagittifolia L.",75,2,2045,"ek"
"Sagittaria sagittifolia L.",75,3,2025,"ek"
"Sagittaria sagittifolia L.",75,3,2029,"ek"
"Sagittaria sagittifolia L.",75,3,2037,"ek"
"Sagittaria sagittifolia L.",75,3,2045,"ek"
"Sagittaria sagittifolia L.",76,1,2025,"ek"
"Sagittaria sagittifolia L.",76,1,2029,"ek"
"Sagittaria sagittifolia L.",76,1,2037,"ek"
"Sagittaria sagittifolia L.",76,1,2045,"ek"
"Sagittaria sagittifolia L.",77,1,2025,"ek"
"Sagittaria sagittifolia L.",77,1,2029,"ek"
"Sagittaria sagittifolia L.",77,1,2037,"ek"
"Sagittaria sagittifolia L.",77,1,2045,"ek"
"Saxifraga granulata L.",16,54,2025,"ek"
"Saxifraga granulata L.",16,54,2029,"ek"
"Saxifraga granulata L.",16,54,2037,"ek"
"Saxifraga granulata L.",16,54,2045,"ek"
"Saxifraga granulata L.",130,4,2025,"ek"
"Saxifraga granulata L.",130,4,2029,"ek"
"Saxifraga granulata L.",130,4,2037,"ek"
"Saxifraga granulata L.",130,4,2045,"ek"
"Saxifraga granulata L.",139,1,2025,"ek"
"Saxifraga granulata L.",139,1,2029,"ek"
"Saxifraga granulata L.",139,1,2037,"ek"
"Saxifraga granulata L.",139,1,2045,"ek"
"Scorzonera humilis L.",6,9,2029,"ek"
"Scorzonera humilis L.",6,9,2031,"ek"
"Scorzonera humilis L.",6,9,2035,"ek"
"Scorzonera humilis L.",6,9,2043,"ek"
"Scorzonera humilis L.",6,10,2029,"ek"
"Scorzonera humilis L.",6,10,2031,"ek"
"Scorzonera humilis L.",6,10,2035,"ek"
"Scorzonera humilis L.",6,10,2043,"ek"
"Scorzonera humilis L.",6,11,2029,"ek"
"Scorzonera humilis L.",6,11,2031,"ek"
"Scorzonera humilis L.",6,11,2035,"ek"
"Scorzonera humilis L.",6,11,2043,"ek"
"Scorzonera humilis L.",13,2,2024,"ek"
"Scorzonera humilis L.",13,2,2026,"ek"
"Scorzonera humilis L.",13,2,2028,"ek"
"Scorzonera humilis L.",13,2,2030,"ek"
"Scorzonera humilis L.",13,2,2032,"ek"
"Scorzonera humilis L.",13,2,2034,"ek"
"Scorzonera humilis L.",13,2,2036,"ek"
"Scorzonera humilis L.",13,2,2038,"ek"
"Scorzonera humilis L.",13,2,2040,"ek"
"Scorzonera humilis L.",13,2,2042,"ek"
"Scorzonera humilis L.",13,2,2044,"ek"
"Scorzonera humilis L.",13,2,2046,"ek"
"Sparganium natans L.",7,1,2024,"ek"
"Sparganium natans L.",7,3,2025,"ek"
"Sparganium natans L.",7,3,2027,"ek"
"Sparganium natans L.",7,3,2029,"ek"
"Sparganium natans L.",7,3,2031,"ek"
"Sparganium natans L.",7,3,2033,"ek"
"Sparganium natans L.",7,3,2035,"ek"
"Sparganium natans L.",7,3,2037,"ek"
"Sparganium natans L.",7,3,2039,"ek"
"Sparganium natans L.",7,3,2041,"ek"
"Sparganium natans L.",7,3,2043,"ek"
"Sparganium natans L.",7,3,2045,"ek"
"Sparganium natans L.",7,3,2047,"ek"
"Sparganium natans L.",38,1,2024,"ek"
"Sparganium natans L.",84,1,2024,"ek"
"Sparganium natans L.",88,1,2024,"ek"
"Sparganium natans L.",89,1,2024,"ek"
"Sparganium natans L.",90,1,2024,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2024,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2026,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2028,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2030,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2032,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2034,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2036,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2038,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2040,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2042,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2044,"ek"
"Spiranthes aestivalis (Poir.) Rich.",3,8,2046,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,8,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,9,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,9,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",7,9,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,9,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,10,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,11,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",14,12,2047,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2025,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2027,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2029,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2031,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2033,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2035,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2037,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2039,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2041,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2043,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2045,"ek"
"Spiranthes aestivalis (Poir.) Rich.",18,3,2047,"ek"
"Spiranthes spiralis (L.) Chevall.",100,4,2025,"ek"
"Spiranthes spiralis (L.) Chevall.",100,4,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",100,4,2037,"ek"
"Spiranthes spiralis (L.) Chevall.",100,4,2045,"ek"
"Spiranthes spiralis (L.) Chevall.",100,5,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",100,5,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",100,5,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",100,5,2043,"ek"
"Spiranthes spiralis (L.) Chevall.",155,2,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",155,2,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",155,2,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",155,2,2043,"ek"
"Spiranthes spiralis (L.) Chevall.",161,1,2025,"ek"
"Spiranthes spiralis (L.) Chevall.",161,1,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",161,1,2037,"ek"
"Spiranthes spiralis (L.) Chevall.",161,1,2045,"ek"
"Spiranthes spiralis (L.) Chevall.",161,2,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",161,2,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",161,2,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",161,2,2043,"ek"
"Spiranthes spiralis (L.) Chevall.",162,1,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",162,1,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",162,1,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",162,1,2043,"ek"
"Spiranthes spiralis (L.) Chevall.",162,2,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",162,2,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",162,2,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",162,2,2043,"ek"
"Spiranthes spiralis (L.) Chevall.",163,1,2029,"ek"
"Spiranthes spiralis (L.) Chevall.",163,1,2031,"ek"
"Spiranthes spiralis (L.) Chevall.",163,1,2035,"ek"
"Spiranthes spiralis (L.) Chevall.",163,1,2043,"ek"
"Teucrium scordium L.",9,1,2025,"ek"
"Teucrium scordium L.",9,1,2029,"ek"
"Teucrium scordium L.",9,1,2037,"ek"
"Teucrium scordium L.",9,1,2045,"ek"
"Teucrium scordium L.",9,2,2025,"ek"
"Teucrium scordium L.",9,2,2029,"ek"
"Teucrium scordium L.",9,2,2037,"ek"
"Teucrium scordium L.",9,2,2045,"ek"
"Teucrium scordium L.",9,3,2025,"ek"
"Teucrium scordium L.",9,3,2029,"ek"
"Teucrium scordium L.",9,3,2037,"ek"
"Teucrium scordium L.",9,3,2045,"ek"
"Teucrium scordium L.",9,4,2025,"ek"
"Teucrium scordium L.",9,4,2029,"ek"
"Teucrium scordium L.",9,4,2037,"ek"
"Teucrium scordium L.",9,4,2045,"ek"
"Teucrium scordium L.",9,5,2025,"ek"
"Teucrium scordium L.",9,5,2029,"ek"
"Teucrium scordium L.",9,5,2037,"ek"
"Teucrium scordium L.",9,5,2045,"ek"
"Teucrium scordium L.",9,6,2025,"ek"
"Teucrium scordium L.",9,6,2029,"ek"
"Teucrium scordium L.",9,6,2037,"ek"
"Teucrium scordium L.",9,6,2045,"ek"
"Teucrium scordium L.",9,7,2025,"ek"
"Teucrium scordium L.",9,7,2029,"ek"
"Teucrium scordium L.",9,7,2037,"ek"
"Teucrium scordium L.",9,7,2045,"ek"
"Teucrium scordium L.",9,8,2025,"ek"
"Teucrium scordium L.",9,8,2029,"ek"
"Teucrium scordium L.",9,8,2037,"ek"
"Teucrium scordium L.",9,8,2045,"ek"
"Teucrium scordium L.",9,9,2025,"ek"
"Teucrium scordium L.",9,9,2029,"ek"
"Teucrium scordium L.",9,9,2037,"ek"
"Teucrium scordium L.",9,9,2045,"ek"
"Teucrium scordium L.",10,1,2025,"ek"
"Teucrium scordium L.",10,1,2029,"ek"
"Teucrium scordium L.",10,1,2037,"ek"
"Teucrium scordium L.",10,1,2045,"ek"
"Teucrium scordium L.",10,2,2025,"ek"
"Teucrium scordium L.",10,2,2029,"ek"
"Teucrium scordium L.",10,2,2037,"ek"
"Teucrium scordium L.",10,2,2045,"ek"
"Teucrium scordium L.",10,3,2025,"ek"
"Teucrium scordium L.",10,3,2029,"ek"
"Teucrium scordium L.",10,3,2037,"ek"
"Teucrium scordium L.",10,3,2045,"ek"
"Teucrium scordium L.",10,4,2025,"ek"
"Teucrium scordium L.",10,4,2029,"ek"
"Teucrium scordium L.",10,4,2037,"ek"
"Teucrium scordium L.",10,4,2045,"ek"
"Teucrium scordium L.",10,5,2025,"ek"
"Teucrium scordium L.",10,5,2029,"ek"
"Teucrium scordium L.",10,5,2037,"ek"
"Teucrium scordium L.",10,5,2045,"ek"
"Teucrium scordium L.",10,6,2025,"ek"
"Teucrium scordium L.",10,6,2029,"ek"
"Teucrium scordium L.",10,6,2037,"ek"
"Teucrium scordium L.",10,6,2045,"ek"
"Teucrium scordium L.",10,7,2025,"ek"
"Teucrium scordium L.",10,7,2029,"ek"
"Teucrium scordium L.",10,7,2037,"ek"
"Teucrium scordium L.",10,7,2045,"ek"
"Teucrium scordium L.",10,8,2025,"ek"
"Teucrium scordium L.",10,8,2029,"ek"
"Teucrium scordium L.",10,8,2037,"ek"
"Teucrium scordium L.",10,8,2045,"ek"
"Teucrium scordium L.",10,9,2025,"ek"
"Teucrium scordium L.",10,9,2029,"ek"
"Teucrium scordium L.",10,9,2037,"ek"
"Teucrium scordium L.",10,9,2045,"ek"
"Teucrium scordium L.",10,10,2025,"ek"
"Teucrium scordium L.",10,10,2029,"ek"
"Teucrium scordium L.",10,10,2037,"ek"
"Teucrium scordium L.",10,10,2045,"ek"
"Teucrium scordium L.",75,14,2025,"ek"
"Teucrium scordium L.",75,14,2029,"ek"
"Teucrium scordium L.",75,14,2037,"ek"
"Teucrium scordium L.",75,14,2045,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",3,4,2025,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",3,4,2029,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",3,4,2037,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",3,4,2045,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",63,4,2025,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",63,4,2029,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",63,4,2037,"ek"
"Thalictrum simplex subsp. galioides (DC.) Korsh.",63,4,2045,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2025,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2027,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2029,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2031,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2033,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2035,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2037,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2039,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2041,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2043,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2045,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",14,3,2047,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",57,1,2025,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",57,1,2029,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",57,1,2037,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",57,1,2045,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",58,1,2025,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",58,1,2029,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",58,1,2037,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",58,1,2045,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",59,1,2028,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",59,1,2030,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",59,1,2034,"ek"
"Thesium rostratum Mert. & W. D. J. Koch",59,1,2042,"ek"
"Trifolium ochroleucon Huds.",111,11,2024,"ekf"
"Trifolium ochroleucon Huds.",111,11,2025,"ekf"
"Trifolium ochroleucon Huds.",111,11,2026,"ekf"
"Trifolium ochroleucon Huds.",111,11,2027,"ekf"
"Trifolium ochroleucon Huds.",111,11,2028,"ekf"
"Trifolium ochroleucon Huds.",111,11,2029,"ekf"
"Trifolium ochroleucon Huds.",111,11,2030,"ekf"
"Trifolium ochroleucon Huds.",111,11,2031,"ekf"
"Trifolium ochroleucon Huds.",111,11,2032,"ekf"
"Trifolium ochroleucon Huds.",111,11,2033,"ekf"
"Trifolium ochroleucon Huds.",111,11,2034,"ekf"
"Trifolium ochroleucon Huds.",111,11,2035,"ekf"
"Trifolium ochroleucon Huds.",111,11,2036,"ekf"
"Trifolium ochroleucon Huds.",111,11,2037,"ekf"
"Trifolium ochroleucon Huds.",111,11,2038,"ekf"
"Trifolium ochroleucon Huds.",111,11,2039,"ekf"
"Trifolium ochroleucon Huds.",111,11,2040,"ekf"
"Trifolium ochroleucon Huds.",111,11,2041,"ekf"
"Trifolium ochroleucon Huds.",111,11,2042,"ekf"
"Trifolium ochroleucon Huds.",111,11,2043,"ekf"
"Trifolium ochroleucon Huds.",111,11,2044,"ekf"
"Trifolium ochroleucon Huds.",111,11,2045,"ekf"
"Trifolium ochroleucon Huds.",111,11,2046,"ekf"
"Trifolium ochroleucon Huds.",111,11,2047,"ekf"
"Typha minima Hoppe",30,6,2025,"ek"
"Typha minima Hoppe",30,6,2029,"ek"
"Typha minima Hoppe",30,6,2037,"ek"
"Typha minima Hoppe",30,6,2045,"ek"
"Typha minima Hoppe",30,7,2025,"ek"
"Typha minima Hoppe",30,7,2029,"ek"
"Typha minima Hoppe",30,7,2037,"ek"
"Typha minima Hoppe",30,7,2045,"ek"
"Typha minima Hoppe",41,4,2025,"ek"
"Typha minima Hoppe",41,4,2029,"ek"
"Typha minima Hoppe",41,4,2037,"ek"
"Typha minima Hoppe",41,4,2045,"ek"
"Typha minima Hoppe",49,11,2025,"ek"
"Typha minima Hoppe",49,11,2029,"ek"
"Typha minima Hoppe",49,11,2037,"ek"
"Typha minima Hoppe",49,11,2045,"ek"
"Typha minima Hoppe",49,12,2025,"ek"
"Typha minima Hoppe",49,12,2029,"ek"
"Typha minima Hoppe",49,12,2037,"ek"
"Typha minima Hoppe",49,12,2045,"ek"
"Typha minima Hoppe",85,2,2025,"ek"
"Typha minima Hoppe",85,2,2029,"ek"
"Typha minima Hoppe",85,2,2037,"ek"
"Typha minima Hoppe",85,2,2045,"ek"
"Typha minima Hoppe",86,1,2025,"ek"
"Typha minima Hoppe",86,1,2029,"ek"
"Typha minima Hoppe",86,1,2037,"ek"
"Typha minima Hoppe",86,1,2045,"ek"
"Typha minima Hoppe",86,2,2025,"ek"
"Typha minima Hoppe",86,2,2029,"ek"
"Typha minima Hoppe",86,2,2037,"ek"
"Typha minima Hoppe",86,2,2045,"ek"
"Typha minima Hoppe",86,3,2025,"ek"
"Typha minima Hoppe",86,3,2029,"ek"
"Typha minima Hoppe",86,3,2037,"ek"
"Typha minima Hoppe",86,3,2045,"ek"
"Typha minima Hoppe",86,4,2025,"ek"
"Typha minima Hoppe",86,4,2029,"ek"
"Typha minima Hoppe",86,4,2037,"ek"
"Typha minima Hoppe",86,4,2045,"ek"
"Typha minima Hoppe",87,1,2025,"ek"
"Typha minima Hoppe",87,1,2029,"ek"
"Typha minima Hoppe",87,1,2037,"ek"
"Typha minima Hoppe",87,1,2045,"ek"
"Typha minima Hoppe",88,1,2025,"ek"
"Typha minima Hoppe",88,1,2029,"ek"
"Typha minima Hoppe",88,1,2037,"ek"
"Typha minima Hoppe",88,1,2045,"ek"
"Typha minima Hoppe",88,2,2025,"ek"
"Typha minima Hoppe",88,2,2029,"ek"
"Typha minima Hoppe",88,2,2037,"ek"
"Typha minima Hoppe",88,2,2045,"ek"
"Utricularia bremii Heer",1,18,2031,"ek"
"Utricularia bremii Heer",1,18,2039,"ek"
"Utricularia bremii Heer",1,18,2047,"ek"
"Utricularia bremii Heer",1,19,2025,"ek"
"Utricularia bremii Heer",1,19,2027,"ek"
"Utricularia bremii Heer",1,19,2029,"ek"
"Utricularia bremii Heer",1,19,2031,"ek"
"Utricularia bremii Heer",1,19,2033,"ek"
"Utricularia bremii Heer",1,19,2035,"ek"
"Utricularia bremii Heer",1,19,2037,"ek"
"Utricularia bremii Heer",1,19,2039,"ek"
"Utricularia bremii Heer",1,19,2041,"ek"
"Utricularia bremii Heer",1,19,2043,"ek"
"Utricularia bremii Heer",1,19,2045,"ek"
"Utricularia bremii Heer",1,19,2047,"ek"
"Utricularia bremii Heer",2,16,2027,"ek"
"Utricularia bremii Heer",2,16,2031,"ek"
"Utricularia bremii Heer",2,16,2035,"ek"
"Utricularia bremii Heer",2,16,2039,"ek"
"Utricularia bremii Heer",2,16,2043,"ek"
"Utricularia bremii Heer",2,16,2047,"ek"
"Utricularia bremii Heer",3,7,2026,"ek"
"Utricularia bremii Heer",3,7,2030,"ek"
"Utricularia bremii Heer",3,7,2034,"ek"
"Utricularia bremii Heer",3,7,2038,"ek"
"Utricularia bremii Heer",3,7,2042,"ek"
"Utricularia bremii Heer",3,7,2046,"ek"
"Utricularia bremii Heer",50,1,2026,"ek"
"Utricularia bremii Heer",50,1,2030,"ek"
"Utricularia bremii Heer",50,1,2034,"ek"
"Utricularia bremii Heer",50,1,2038,"ek"
"Utricularia bremii Heer",50,1,2042,"ek"
"Utricularia bremii Heer",50,1,2046,"ek"
"Utricularia intermedia Hayne",4,1,2025,"ek"
"Utricularia intermedia Hayne",4,1,2029,"ek"
"Utricularia intermedia Hayne",4,1,2033,"ek"
"Utricularia intermedia Hayne",4,1,2037,"ek"
"Utricularia intermedia Hayne",4,1,2041,"ek"
"Utricularia intermedia Hayne",4,1,2045,"ek"
"Utricularia intermedia Hayne",4,2,2025,"ek"
"Utricularia intermedia Hayne",4,2,2029,"ek"
"Utricularia intermedia Hayne",4,2,2033,"ek"
"Utricularia intermedia Hayne",4,2,2037,"ek"
"Utricularia intermedia Hayne",4,2,2041,"ek"
"Utricularia intermedia Hayne",4,2,2045,"ek"
"Utricularia intermedia Hayne",7,3,2029,"ek"
"Utricularia intermedia Hayne",7,3,2037,"ek"
"Utricularia intermedia Hayne",7,3,2045,"ek"
"Utricularia intermedia Hayne",11,1,2022,"ek"
"Utricularia intermedia Hayne",16,2,2025,"ek"
"Utricularia intermedia Hayne",16,2,2029,"ek"
"Utricularia intermedia Hayne",16,2,2033,"ek"
"Utricularia intermedia Hayne",16,2,2037,"ek"
"Utricularia intermedia Hayne",16,2,2041,"ek"
"Utricularia intermedia Hayne",16,2,2045,"ek"
"Utricularia intermedia Hayne",17,1,2023,"ek"
"Utricularia intermedia Hayne",17,1,2025,"ek"
"Utricularia intermedia Hayne",17,1,2027,"ek"
"Utricularia intermedia Hayne",17,1,2029,"ek"
"Utricularia intermedia Hayne",17,1,2031,"ek"
"Utricularia intermedia Hayne",17,1,2033,"ek"
"Utricularia intermedia Hayne",17,1,2035,"ek"
"Utricularia intermedia Hayne",17,1,2037,"ek"
"Utricularia intermedia Hayne",17,1,2039,"ek"
"Utricularia intermedia Hayne",17,1,2041,"ek"
"Utricularia intermedia Hayne",17,1,2043,"ek"
"Utricularia intermedia Hayne",17,1,2045,"ek"
"Utricularia intermedia Hayne",18,1,2023,"ek"
"Utricularia intermedia Hayne",18,1,2025,"ek"
"Utricularia intermedia Hayne",18,1,2027,"ek"
"Utricularia intermedia Hayne",18,1,2029,"ek"
"Utricularia intermedia Hayne",18,1,2031,"ek"
"Utricularia intermedia Hayne",18,1,2033,"ek"
"Utricularia intermedia Hayne",18,1,2035,"ek"
"Utricularia intermedia Hayne",18,1,2037,"ek"
"Utricularia intermedia Hayne",18,1,2039,"ek"
"Utricularia intermedia Hayne",18,1,2041,"ek"
"Utricularia intermedia Hayne",18,1,2043,"ek"
"Utricularia intermedia Hayne",18,1,2045,"ek"
"Utricularia intermedia Hayne",18,4,2024,"ek"
"Utricularia intermedia Hayne",18,4,2026,"ek"
"Utricularia intermedia Hayne",18,4,2028,"ek"
"Utricularia intermedia Hayne",18,4,2030,"ek"
"Utricularia intermedia Hayne",18,4,2032,"ek"
"Utricularia intermedia Hayne",18,4,2034,"ek"
"Utricularia intermedia Hayne",18,4,2036,"ek"
"Utricularia intermedia Hayne",18,4,2038,"ek"
"Utricularia intermedia Hayne",18,4,2040,"ek"
"Utricularia intermedia Hayne",18,4,2042,"ek"
"Utricularia intermedia Hayne",18,4,2044,"ek"
"Utricularia intermedia Hayne",18,4,2046,"ek"
"Utricularia intermedia Hayne",22,1,2025,"ek"
"Utricularia intermedia Hayne",22,1,2029,"ek"
"Utricularia intermedia Hayne",22,1,2033,"ek"
"Utricularia intermedia Hayne",22,1,2037,"ek"
"Utricularia intermedia Hayne",22,1,2041,"ek"
"Utricularia intermedia Hayne",22,1,2045,"ek"
"Utricularia intermedia Hayne",23,1,2029,"ek"
"Utricularia intermedia Hayne",23,1,2037,"ek"
"Utricularia intermedia Hayne",23,1,2045,"ek"
